gameid,qtr,min,sec,off,def,down,togo,ydline,description,offscore,defscore,season
20120909_IND@CHI,3,25,57,CHI,IND,2,14,16,(10:57) (Shotgun) J.Cutler pass short right to M.Forte to IND 8 for 8 yards (V.Davis).,31,14,2012
20120909_IND@CHI,3,25,11,CHI,IND,3,6,8,(10:11) (Shotgun) J.Cutler pass incomplete short middle to B.Marshall (J.King).,31,14,2012
20120909_IND@CHI,3,25,7,CHI,IND,4,6,8,(10:07) (Field Goal formation) R.Gould 26 yard field goal is GOOD Center-P.Mannelly Holder-A.Podlesh.,31,14,2012
20120909_IND@CHI,3,25,7,CHI,IND,,,8,R.Gould kicks 65 yards from CHI 35 to end zone Touchback.,34,14,2012
20120909_IND@CHI,3,25,2,IND,CHI,1,10,80,(10:02) A.Luck pass short left to C.Fleener to IND 25 for 5 yards (N.Roach).,14,34,2012
20120909_IND@CHI,3,24,20,IND,CHI,2,5,75,(9:20) D.Brown right guard to IND 22 for -3 yards (H.Melton; N.Roach).,14,34,2012
20120909_IND@CHI,3,23,39,IND,CHI,3,8,78,(8:39) (Shotgun) A.Luck pass incomplete short right to L.Brazill (N.Roach) [S.Paea]. PENALTY on CHI-N.Roach Illegal Contact 5 yards enforced at IND 22 - No Play.,14,34,2012
20120909_IND@CHI,3,23,32,IND,CHI,1,10,73,(8:32) A.Luck pass incomplete short left to D.Brown.,14,34,2012
20120909_IND@CHI,3,23,26,IND,CHI,2,10,73,(8:26) (Shotgun) A.Luck pass short right to K.Adams to IND 40 for 13 yards (T.Jennings; N.Roach).,14,34,2012
20120909_IND@CHI,3,22,46,IND,CHI,1,10,60,(7:46) D.Brown left end to IND 40 for no gain (M.Toeaina; G.Hayes).,14,34,2012
20120909_IND@CHI,3,22,6,IND,CHI,2,10,60,(7:06) (Shotgun) A.Luck pass incomplete short left to D.Avery (K.Hayden).,14,34,2012
20120909_IND@CHI,3,22,1,IND,CHI,3,10,60,(7:01) (Shotgun) A.Luck pass short middle to R.Wayne to CHI 41 for 19 yards (C.Conte).,14,34,2012
20120909_IND@CHI,3,21,22,IND,CHI,1,10,41,(6:22) A.Luck pass deep middle to C.Fleener to CHI 17 for 24 yards (G.Hayes).,14,34,2012
20120909_IND@CHI,3,20,42,IND,CHI,1,10,17,(5:42) A.Luck pass incomplete short right to R.Wayne.,14,34,2012
20120909_IND@CHI,3,20,37,IND,CHI,2,10,17,(5:37) D.Brown right guard to CHI 10 for 7 yards (J.Peppers).,14,34,2012
20120909_IND@CHI,3,19,57,IND,CHI,3,3,10,(4:57) (Shotgun) A.Luck pass short right intended for R.Wayne INTERCEPTED by C.Conte (T.Jennings) at CHI -3. C.Conte to CHI 32 for 35 yards (K.Adams).,14,34,2012
20120909_IND@CHI,3,19,46,CHI,IND,1,10,68,(4:46) M.Forte right tackle to CHI 31 for -1 yards (R.Mathis).,34,14,2012
20120909_IND@CHI,3,19,2,CHI,IND,2,11,69,(4:02) J.Cutler pass short left to D.Hester to CHI 29 for -2 yards (J.Powers).,34,14,2012
20120909_IND@CHI,3,18,13,CHI,IND,3,13,71,(3:13) (Shotgun) J.Cutler sacked at CHI 22 for -7 yards (R.Mathis).,34,14,2012
20120909_IND@CHI,3,17,46,CHI,IND,4,20,78,(2:46) (Punt formation) A.Podlesh punts 40 yards to IND 38 Center-P.Mannelly. L.Brazill to IND 46 for 8 yards (B.Costanzo).,34,14,2012
20120909_IND@CHI,3,17,37,IND,CHI,1,10,54,(2:37) A.Luck pass incomplete short middle to C.Fleener.,14,34,2012
20120909_IND@CHI,3,17,32,IND,CHI,2,10,54,(2:32) (Shotgun) D.Brown right tackle to CHI 41 for 13 yards (T.Jennings; C.Conte).,14,34,2012
20120909_IND@CHI,3,16,53,IND,CHI,1,10,41,(1:53) A.Luck pass incomplete. Chicago challenged the incomplete pass ruling and the play was REVERSED. A.Luck sacked at CHI 45 for -4 yards (C.Wootton). FUMBLES (C.Wootton) RECOVERED by CHI-J.Peppers at CHI 41. J.Peppers to CHI 41 for no gain (A.Castonzo).,14,34,2012
20120909_IND@CHI,3,16,49,CHI,IND,1,10,59,(1:49) M.Forte left end to CHI 38 for -3 yards (K.Conner).,34,14,2012
20120909_IND@CHI,3,16,9,CHI,IND,2,13,62,(1:09) (Shotgun) J.Cutler pass incomplete deep middle to E.Bennett (A.Bethea).,34,14,2012
20120909_IND@CHI,3,16,3,CHI,IND,3,13,62,(1:03) (Shotgun) J.Cutler pass short left to B.Marshall to 50 for 12 yards (J.Powers). Measurement. Chicago challenged the runner was down by contact ruling and the play was Upheld. (Timeout #1.),34,14,2012
20120909_IND@CHI,3,15,20,CHI,IND,4,1,50,(:20) (Punt formation) A.Podlesh punts 50 yards to end zone Center-P.Mannelly Touchback.,34,14,2012
20120909_IND@CHI,3,15,12,IND,CHI,1,10,80,(:12) A.Luck scrambles right end pushed ob at IND 26 for 6 yards (T.Jennings).,14,34,2012
20120909_IND@CHI,4,15,0,IND,CHI,2,4,74,(15:00) A.Luck pass short right to R.Wayne to IND 46 for 20 yards (M.Wright).,14,34,2012
20120909_IND@CHI,4,14,25,IND,CHI,1,10,54,(14:25) (Shotgun) V.Ballard left guard to IND 48 for 2 yards (M.Toeaina).,14,34,2012
20120909_IND@CHI,4,13,49,IND,CHI,2,8,52,(13:49) A.Luck pass deep left to R.Wayne to CHI 31 for 21 yards (C.Conte).,14,34,2012
20120909_IND@CHI,4,13,8,IND,CHI,1,10,31,(13:08) V.Ballard left end to CHI 31 for no gain (J.Peppers).,14,34,2012
20120909_IND@CHI,4,12,25,IND,CHI,2,10,31,(12:25) (Shotgun) A.Luck pass incomplete deep left to C.Fleener.,14,34,2012
20120909_IND@CHI,4,12,21,IND,CHI,3,10,31,(12:21) (Shotgun) A.Luck pass incomplete short middle to D.Avery.,14,34,2012
20120909_IND@CHI,4,12,16,IND,CHI,4,10,31,(12:16) (Shotgun) A.Luck pass short middle to K.Adams to CHI 18 for 13 yards (D.Moore).,14,34,2012
20120909_IND@CHI,4,11,33,IND,CHI,1,10,18,(11:33) A.Luck pass short right to R.Wayne pushed ob at CHI 11 for 7 yards (K.Hayden).,14,34,2012
20120909_IND@CHI,4,11,6,IND,CHI,2,3,11,(11:06) A.Luck pass short left to D.Avery to CHI 4 for 7 yards (K.Hayden).,14,34,2012
20120909_IND@CHI,4,10,28,IND,CHI,1,4,4,(10:28) (Shotgun) A.Luck pass incomplete short middle to R.Wayne.,14,34,2012
20120909_IND@CHI,4,10,24,IND,CHI,2,4,4,(10:24) A.Luck pass short left to D.Avery for 4 yards TOUCHDOWN.,14,34,2012
20120909_IND@CHI,4,10,24,IND,CHI,,,4,A.Vinatieri extra point is GOOD Center-M.Overton Holder-P.McAfee.,14,34,2012
20120909_IND@CHI,4,10,24,IND,CHI,,,4,P.McAfee kicks 65 yards from IND 35 to end zone Touchback.,21,34,2012
20120909_IND@CHI,4,10,20,CHI,IND,1,10,80,(10:20) M.Forte right guard to CHI 21 for 1 yard (K.Conner).,34,21,2012
20120909_IND@CHI,4,9,39,CHI,IND,2,9,79,(9:39) J.Cutler pass deep left to B.Marshall to CHI 43 for 22 yards (J.Powers).,34,21,2012
20120909_IND@CHI,4,8,56,CHI,IND,1,10,57,(8:56) M.Forte right end pushed ob at CHI 46 for 3 yards (J.Freeman).,34,21,2012
20120909_IND@CHI,4,8,20,CHI,IND,2,7,54,(8:20) M.Forte left guard to IND 48 for 6 yards (A.Bethea).,34,21,2012
20120909_IND@CHI,4,7,40,CHI,IND,3,1,48,(7:40) M.Bush left tackle to IND 45 for 3 yards (J.Freeman).,34,21,2012
20120909_IND@CHI,4,7,0,CHI,IND,1,10,45,(7:00) M.Forte right tackle to IND 42 for 3 yards (V.Davis).,34,21,2012
20120909_IND@CHI,4,6,16,CHI,IND,2,7,42,(6:16) J.Cutler pass deep middle to A.Jeffery for 42 yards TOUCHDOWN.,34,21,2012
20120909_IND@CHI,4,6,16,CHI,IND,,,42,R.Gould extra point is GOOD Center-P.Mannelly Holder-A.Podlesh.,34,21,2012
20120909_IND@CHI,4,6,16,CHI,IND,,,42,R.Gould kicks 53 yards from CHI 35 to IND 12. M.Moore to IND 19 for 7 yards (A.Walters).,41,21,2012
20120909_IND@CHI,4,6,2,IND,CHI,1,10,81,(6:02) (Shotgun) A.Luck pass incomplete short middle to R.Wayne (D.Moore).,21,41,2012
20120909_IND@CHI,4,5,54,IND,CHI,2,10,81,(5:54) (Shotgun) A.Luck pass short left to M.Moore to IND 30 for 11 yards (K.Hayden).,21,41,2012
20120909_IND@CHI,4,5,30,IND,CHI,1,10,70,(5:30) (No Huddle) A.Luck pass incomplete short right to R.Wayne (D.Moore).,21,41,2012
20120909_IND@CHI,4,5,28,IND,CHI,2,10,70,(5:28) (Shotgun) A.Luck pass incomplete short middle to D.Avery.,21,41,2012
20120909_IND@CHI,4,5,24,IND,CHI,3,10,70,(5:24) (Shotgun) A.Luck sacked at IND 21 for -9 yards (H.Melton).,21,41,2012
20120909_IND@CHI,4,5,1,IND,CHI,4,19,79,(5:01) (Punt formation) P.McAfee punts 54 yards to CHI 25 Center-M.Overton downed by IND-J.Lefeged.,21,41,2012
20120909_IND@CHI,4,4,48,CHI,IND,1,10,75,(4:48) M.Bush right end to CHI 46 for 21 yards (J.Hughes). PENALTY on CHI-K.Davis Offensive Holding 10 yards enforced at CHI 25 - No Play.,41,21,2012
20120909_IND@CHI,4,4,16,CHI,IND,1,20,85,(4:16) M.Bush left tackle to CHI 18 for 3 yards (J.Freeman).,41,21,2012
20120909_IND@CHI,4,3,30,CHI,IND,2,17,82,(3:30) M.Bush right tackle to CHI 15 for -3 yards (M.Harvey).,41,21,2012
20120909_IND@CHI,4,2,43,CHI,IND,3,20,85,(2:43) M.Bush right tackle to CHI 21 for 6 yards (J.Lefeged).,41,21,2012
20120909_IND@CHI,4,2,37,CHI,IND,4,14,79,(2:37) (Punt formation) A.Podlesh punts 40 yards to IND 39 Center-P.Mannelly. L.Brazill pushed ob at IND 43 for 4 yards (S.McManis).,41,21,2012
20120909_IND@CHI,4,2,28,IND,CHI,1,10,57,(2:28) (Shotgun) A.Luck pass short right to C.Fleener to IND 45 for 2 yards (M.Wright).,21,41,2012
20120909_IND@CHI,4,2,10,IND,CHI,2,8,55,(2:10) (No Huddle Shotgun) A.Luck pass incomplete short right to C.Fleener.,21,41,2012
20120909_IND@CHI,4,2,4,IND,CHI,3,8,55,(2:04) (Shotgun) A.Luck sacked at IND 38 for -7 yards (H.Melton).,21,41,2012
20120909_IND@CHI,4,1,59,IND,CHI,4,15,62,(1:59) (Shotgun) A.Luck pass deep left to D.Avery to CHI 36 for 26 yards (D.Moore).,21,41,2012
20120909_IND@CHI,4,1,52,IND,CHI,1,10,36,(1:52) (Shotgun) A.Luck pass deep right intended for K.Adams INTERCEPTED by T.Jennings at CHI 15. T.Jennings to CHI 26 for 11 yards (A.Castonzo).,21,41,2012
20120909_IND@CHI,4,1,42,CHI,IND,1,10,74,(1:42) J.Cutler kneels to CHI 25 for -1 yards.,41,21,2012
20120909_IND@CHI,4,0,58,CHI,IND,2,11,75,(:58) J.Cutler kneels to CHI 24 for -1 yards.,41,21,2012
20120909_IND@CHI,4,0,33,CHI,IND,3,12,76,(:33) J.Cutler kneels to CHI 23 for -1 yards.,41,21,2012
20120909_IND@CHI,4,0,33,CHI,IND,,,76,                      ,41,21,2012
20120909_PHI@CLE,1,0,0,CLE,PHI,,,76,P.Dawson kicks 57 yards from CLV 35 to PHI 8. S.Havili to PHI 26 for 18 yards (L.Fort).,0,0,2012
20120909_PHI@CLE,1,59,56,PHI,CLE,1,10,74,(14:56) M.Vick pass short left to L.McCoy to PHI 20 for -6 yards (B.Winn).,0,0,2012
20120909_PHI@CLE,1,59,16,PHI,CLE,2,16,80,(14:16) (Shotgun) M.Vick pass short middle to B.Celek to PHI 31 for 11 yards (D.Jackson; C.Robertson).,0,0,2012
20120909_PHI@CLE,1,58,33,PHI,CLE,3,5,69,(13:33) (Shotgun) M.Vick pass short left to L.McCoy to CLV 45 for 24 yards (E.Hagg). PENALTY on PHI-J.Maclin Offensive Pass Interference 10 yards enforced at PHI 31 - No Play.,0,0,2012
20120909_PHI@CLE,1,58,14,PHI,CLE,3,15,79,(13:14) (Shotgun) M.Vick scrambles up the middle to PHI 37 for 16 yards (T.Ward).,0,0,2012
20120909_PHI@CLE,1,57,36,PHI,CLE,1,10,63,(12:36) M.Vick pass short left to D.Jackson to CLV 48 for 15 yards (J.Haden).,0,0,2012
20120909_PHI@CLE,1,56,58,PHI,CLE,1,10,48,(11:58) D.Jackson right end to CLV 43 for 5 yards (A.Rubin).,0,0,2012
20120909_PHI@CLE,1,56,18,PHI,CLE,2,5,43,(11:18) L.McCoy left end to CLV 48 for -5 yards (T.Ward). FUMBLES (T.Ward) RECOVERED by CLV-D.Jackson at CLV 49. D.Jackson to CLV 49 for no gain (M.Vick).,0,0,2012
20120909_PHI@CLE,1,56,10,CLE,PHI,1,10,51,(11:10) T.Richardson right guard to 50 for 1 yard (M.Kendricks).,0,0,2012
20120909_PHI@CLE,1,55,39,CLE,PHI,2,9,50,(10:39) B.Weeden pass short left to M.Massaquoi to PHI 26 for 24 yards (K.Coleman).,0,0,2012
20120909_PHI@CLE,1,55,2,CLE,PHI,1,10,26,(10:02) T.Richardson left guard to PHI 25 for 1 yard (J.Babin).,0,0,2012
20120909_PHI@CLE,1,54,25,CLE,PHI,2,9,25,(9:25) B.Weeden pass incomplete deep right to M.Massaquoi.,0,0,2012
20120909_PHI@CLE,1,54,19,CLE,PHI,3,9,25,(9:19) (Shotgun) B.Weeden pass incomplete short right to T.Benjamin (D.Rodgers-Cromartie).,0,0,2012
20120909_PHI@CLE,1,54,16,CLE,PHI,4,9,25,(9:16) P.Dawson 43 yard field goal is GOOD Center-C.Yount Holder-R.Hodges.,0,0,2012
20120909_PHI@CLE,1,54,16,CLE,PHI,,,25,P.Dawson kicks 68 yards from CLV 35 to PHI -3. B.Boykin to PHI 26 for 29 yards (T.Gipson).,3,0,2012
20120909_PHI@CLE,1,54,7,PHI,CLE,1,10,79,(9:07) M.Vick FUMBLES (Aborted) at PHI 21 recovered by PHI-L.McCoy at PHI 21.,0,3,2012
20120909_PHI@CLE,1,53,30,PHI,CLE,2,15,79,(8:30) (Shotgun) L.McCoy left tackle ran ob at PHI 30 for 9 yards (K.Maiava).,0,3,2012
20120909_PHI@CLE,1,53,7,PHI,CLE,3,6,70,(8:07) (Shotgun) M.Vick pass short right to C.Harbor to PHI 35 for 5 yards (C.Robertson). PENALTY on CLV-B.Winn Neutral Zone Infraction 5 yards enforced at PHI 30 - No Play.,0,3,2012
20120909_PHI@CLE,1,52,47,PHI,CLE,3,1,65,(7:47) M.Vick pass short left to L.McCoy to PHI 45 for 10 yards (S.Brown).,0,3,2012
20120909_PHI@CLE,1,52,22,PHI,CLE,1,10,55,(7:22) L.McCoy left tackle to PHI 48 for 3 yards (B.Winn). PENALTY on PHI-E.Mathis Offensive Holding 10 yards enforced at PHI 45 - No Play.,0,3,2012
20120909_PHI@CLE,1,52,6,PHI,CLE,1,20,65,(7:06) L.McCoy right guard to PHI 39 for 4 yards (J.Parker).,0,3,2012
20120909_PHI@CLE,1,51,29,PHI,CLE,2,16,61,(6:29) (Shotgun) M.Vick pass short right to J.Avant to PHI 44 for 5 yards (C.Robertson) [J.Parker].,0,3,2012
20120909_PHI@CLE,1,50,42,PHI,CLE,3,11,56,(5:42) (Shotgun) M.Vick pass deep left to D.Jackson to CLV 38 for 18 yards (J.Haden) [C.Robertson]. Penalty on CLV-J.Haden Defensive Pass Interference declined.,0,3,2012
20120909_PHI@CLE,1,50,22,PHI,CLE,1,10,38,(5:22) M.Vick sacked at CLV 39 for -1 yards (L.Fort).,0,3,2012
20120909_PHI@CLE,1,49,46,PHI,CLE,2,11,39,(4:46) (Shotgun) M.Vick pass incomplete short middle to J.Maclin. PENALTY on PHI-K.Dunlap Offensive Holding 10 yards enforced at CLV 39 - No Play.,0,3,2012
20120909_PHI@CLE,1,49,41,PHI,CLE,2,21,49,(4:41) (Shotgun) M.Vick pass short middle intended for B.Celek INTERCEPTED by C.Robertson at CLV 39. C.Robertson to CLV 40 for 1 yard (L.McCoy).,0,3,2012
20120909_PHI@CLE,1,49,32,CLE,PHI,1,10,60,(4:32) T.Richardson right tackle to CLV 42 for 2 yards (M.Kendricks).,3,0,2012
20120909_PHI@CLE,1,48,53,CLE,PHI,2,8,58,(3:53) B.Weeden pass short right to A.Smith to CLV 41 for -1 yards (N.Allen).,3,0,2012
20120909_PHI@CLE,1,48,12,CLE,PHI,3,9,59,(3:12) B.Weeden sacked at CLV 41 for 0 yards. FUMBLES recovered by CLV-J.Pinkston at CLV 38. J.Pinkston to CLV 38 for no gain (T.Cole). PENALTY on PHI-J.Babin Neutral Zone Infraction 5 yards enforced at CLV 41 - No Play.,3,0,2012
20120909_PHI@CLE,1,47,56,CLE,PHI,3,4,54,(2:56) (Shotgun) B.Weeden pass short left to B.Watson to CLV 49 for 3 yards (D.Ryans).,3,0,2012
20120909_PHI@CLE,1,47,14,CLE,PHI,4,1,51,(2:14) R.Hodges punts 44 yards to PHI 7 Center-C.Yount fair catch by D.Johnson. PENALTY on CLV-B.Skrine Interference with Opportunity to Catch 15 yards enforced at PHI 7.,3,0,2012
20120909_PHI@CLE,1,47,5,PHI,CLE,1,10,78,(2:05) (Shotgun) M.Vick pass short left to J.Maclin to PHI 31 for 9 yards (S.Brown) [D.Patterson].,0,3,2012
20120909_PHI@CLE,1,46,50,PHI,CLE,2,1,69,(1:50) L.McCoy right guard to PHI 40 for 9 yards (S.Brown; T.Ward). CLV-S.Brown was injured during the play. His return is Questionable.,0,3,2012
20120909_PHI@CLE,1,46,18,PHI,CLE,1,10,60,(1:18) M.Vick pass deep right to D.Jackson ran ob at CLV 25 for 35 yards (E.Hagg) [A.Rubin].,0,3,2012
20120909_PHI@CLE,1,45,47,PHI,CLE,1,10,25,(:47) (Shotgun) L.McCoy left tackle to CLV 23 for 2 yards (F.Rucker; D.Jackson).,0,3,2012
20120909_PHI@CLE,1,45,10,PHI,CLE,2,8,23,(:10) M.Vick pass incomplete short left to D.Jackson.,0,3,2012
20120909_PHI@CLE,1,45,1,PHI,CLE,3,8,23,(:01) (Shotgun) M.Vick pass incomplete deep left to D.Jackson [J.Parker].,0,3,2012
20120909_PHI@CLE,2,45,0,PHI,CLE,4,8,23,(15:00) A.Henery 42 yard field goal is GOOD Center-J.Dorenbos Holder-C.Henry.,0,3,2012
20120909_PHI@CLE,2,45,0,PHI,CLE,,,23,A.Henery kicks 70 yards from PHI 35 to CLV -5. J.Cribbs to CLV 34 for 39 yards (J.Chaney; C.Marsh).,3,3,2012
20120909_PHI@CLE,2,44,52,CLE,PHI,1,10,66,(14:52) T.Richardson left guard to CLV 39 for 5 yards (B.Graham).,3,3,2012
20120909_PHI@CLE,2,44,22,CLE,PHI,2,5,61,(14:22) B.Weeden pass short right to T.Benjamin to PHI 49 for 12 yards (D.Rodgers-Cromartie).,3,3,2012
20120909_PHI@CLE,2,43,49,CLE,PHI,1,10,49,(13:49) T.Richardson left guard to PHI 48 for 1 yard (M.Kendricks; T.Cole).,3,3,2012
20120909_PHI@CLE,2,43,10,CLE,PHI,2,9,48,(13:10) T.Benjamin left end to PHI 13 for 35 yards (N.Asomugha). 16 Cribbs hands off to 80 Benjamin on reverse,3,3,2012
20120909_PHI@CLE,2,42,25,CLE,PHI,1,10,13,(12:25) (Shotgun) B.Weeden pass incomplete short right to T.Richardson.,3,3,2012
20120909_PHI@CLE,2,42,20,CLE,PHI,2,10,13,(12:20) (Shotgun) B.Weeden pass short middle intended for G.Little INTERCEPTED by K.Coleman at PHI 1. K.Coleman to PHI 7 for 6 yards (G.Little). Ball deflected off 95 Kendricks,3,3,2012
20120909_PHI@CLE,2,42,11,PHI,CLE,1,10,93,(12:11) M.Vick pass short left to J.Maclin to PHI 12 for 5 yards (D.Patterson).,3,3,2012
20120909_PHI@CLE,2,41,46,PHI,CLE,2,5,88,(11:46) M.Vick pass incomplete short right to D.Johnson.,3,3,2012
20120909_PHI@CLE,2,41,38,PHI,CLE,3,5,88,(11:38) (Shotgun) M.Vick pass short left to J.Maclin to PHI 15 for 3 yards (D.Patterson). PHI-J.Maclin was injured during the play. His return is Questionable.,3,3,2012
20120909_PHI@CLE,2,41,12,PHI,CLE,4,2,85,(11:12) C.Henry punts 60 yards to CLV 25 Center-J.Dorenbos. J.Cribbs to CLV 31 for 6 yards (K.Coleman).,3,3,2012
20120909_PHI@CLE,2,41,0,CLE,PHI,1,10,69,(11:00) B.Weeden pass incomplete short right to T.Richardson.,3,3,2012
20120909_PHI@CLE,2,40,56,CLE,PHI,2,10,69,(10:56) T.Richardson left guard to CLV 40 for 9 yards (K.Coleman).,3,3,2012
20120909_PHI@CLE,2,40,13,CLE,PHI,3,1,60,(10:13) T.Richardson left guard to CLV 39 for -1 yards (D.Ryans).,3,3,2012
20120909_PHI@CLE,2,39,41,CLE,PHI,4,2,61,(9:41) R.Hodges punts 42 yards to PHI 19 Center-C.Yount downed by CLV-B.Skrine.,3,3,2012
20120909_PHI@CLE,2,39,27,PHI,CLE,1,10,81,(9:27) M.Vick scrambles right guard to PHI 30 for 11 yards (C.Robertson).,3,3,2012
20120909_PHI@CLE,2,38,47,PHI,CLE,1,10,70,(8:47) (Shotgun) M.Vick pass incomplete short left to B.Celek [B.Skrine].,3,3,2012
20120909_PHI@CLE,2,38,43,PHI,CLE,2,10,70,(8:43) L.McCoy left tackle to PHI 47 for 17 yards (J.Parker). PENALTY on PHI-J.Kelce Offensive Holding 10 yards enforced at PHI 30 - No Play.,3,3,2012
20120909_PHI@CLE,2,38,21,PHI,CLE,2,20,80,(8:21) (Shotgun) M.Vick pass short left to B.Celek to PHI 29 for 9 yards (B.Winn; J.Haden).,3,3,2012
20120909_PHI@CLE,2,37,40,PHI,CLE,3,11,71,(7:40) M.Vick pass incomplete short left to L.McCoy.,3,3,2012
20120909_PHI@CLE,2,37,33,PHI,CLE,4,11,71,(7:33) C.Henry punts 52 yards to CLV 19 Center-J.Dorenbos. J.Cribbs to CLV 36 for 17 yards (A.Jordan).,3,3,2012
20120909_PHI@CLE,2,37,22,CLE,PHI,1,10,64,(7:22) (Shotgun) B.Weeden pass incomplete short right to G.Little.,3,3,2012
20120909_PHI@CLE,2,37,18,CLE,PHI,2,10,64,(7:18) T.Richardson left tackle to CLV 35 for -1 yards (C.Jenkins).,3,3,2012
20120909_PHI@CLE,2,36,35,CLE,PHI,3,11,65,(6:35) (Shotgun) B.Weeden pass deep right intended for T.Benjamin INTERCEPTED by D.Rodgers-Cromartie at PHI 26. D.Rodgers-Cromartie to PHI 26 for no gain (T.Benjamin).,3,3,2012
20120909_PHI@CLE,2,36,28,PHI,CLE,1,10,74,(6:28) M.Vick sacked at PHI 16 for -10 yards (T.Ward).,3,3,2012
20120909_PHI@CLE,2,36,1,PHI,CLE,2,20,84,(6:01) (Shotgun) M.Vick pass short right to L.McCoy pushed ob at PHI 23 for 7 yards (C.Robertson).,3,3,2012
20120909_PHI@CLE,2,35,32,PHI,CLE,3,13,77,(5:32) (Shotgun) M.Vick pass short right to C.Harbor to PHI 33 for 10 yards (B.Skrine).,3,3,2012
20120909_PHI@CLE,2,35,1,PHI,CLE,4,3,67,(5:01) C.Henry punts 54 yards to CLV 13 Center-J.Dorenbos. J.Cribbs to CLV 36 for 23 yards (A.Jordan).,3,3,2012
20120909_PHI@CLE,2,34,47,CLE,PHI,1,10,64,(4:47) PENALTY on PHI-F.Cox Encroachment 5 yards enforced at CLV 36 - No Play.,3,3,2012
20120909_PHI@CLE,2,34,47,CLE,PHI,1,5,59,(4:47) B.Weeden pass short left to M.Massaquoi to CLV 45 for 4 yards (M.Kendricks).,3,3,2012
20120909_PHI@CLE,2,34,16,CLE,PHI,2,1,55,(4:16) T.Richardson up the middle to CLV 45 for no gain (A.Jordan).,3,3,2012
20120909_PHI@CLE,2,33,34,CLE,PHI,3,1,55,(3:34) B.Weeden pass short right to B.Jackson to PHI 49 for 6 yards (N.Allen).,3,3,2012
20120909_PHI@CLE,2,33,4,CLE,PHI,1,10,49,(3:04) B.Weeden pass incomplete deep right to O.Marecic.,3,3,2012
20120909_PHI@CLE,2,32,55,CLE,PHI,2,10,49,(2:55) B.Weeden pass incomplete short right to J.Gordon (N.Asomugha).,3,3,2012
20120909_PHI@CLE,2,32,52,CLE,PHI,3,10,49,(2:52) (Shotgun) B.Weeden pass incomplete deep right to M.Massaquoi [J.Babin].,3,3,2012
20120909_PHI@CLE,2,32,45,CLE,PHI,4,10,49,(2:45) R.Hodges punts 49 yards to end zone Center-C.Yount Touchback.,3,3,2012
20120909_PHI@CLE,2,32,37,PHI,CLE,1,10,80,(2:37) L.McCoy right guard to PHI 30 for 10 yards (K.Maiava). PENALTY on PHI-J.Maclin Offensive Holding 10 yards enforced at PHI 30.,3,3,2012
20120909_PHI@CLE,2,32,29,PHI,CLE,1,10,80,(2:29) (Shotgun) M.Vick pass short left to J.Maclin to PHI 24 for 4 yards (B.Skrine).,3,3,2012
20120909_PHI@CLE,2,31,59,PHI,CLE,2,6,76,(1:59) L.McCoy left tackle pushed ob at PHI 46 for 22 yards (B.Skrine).,3,3,2012
20120909_PHI@CLE,2,31,53,PHI,CLE,1,10,54,(1:53) (Shotgun) M.Vick pass incomplete deep right to D.Jackson.,3,3,2012
20120909_PHI@CLE,2,31,47,PHI,CLE,2,10,54,(1:47) (Shotgun) M.Vick pass incomplete short left to J.Maclin.,3,3,2012
20120909_PHI@CLE,2,31,42,PHI,CLE,3,10,54,(1:42) (Shotgun) M.Vick pass incomplete short right to D.Johnson.,3,3,2012
20120909_PHI@CLE,2,31,35,PHI,CLE,4,10,54,(1:35) C.Henry punts 41 yards to CLV 13 Center-J.Dorenbos. J.Cribbs to CLV 18 for 5 yards (A.Jordan).,3,3,2012
20120909_PHI@CLE,2,31,26,CLE,PHI,1,10,82,(1:26) T.Richardson left guard to CLV 21 for 3 yards (F.Cox).,3,3,2012
20120909_PHI@CLE,2,31,6,CLE,PHI,2,7,79,(1:06) T.Richardson left guard to CLV 26 for 5 yards (J.Babin).,3,3,2012
20120909_PHI@CLE,2,31,0,CLE,PHI,3,2,74,(1:00) B.Weeden pass incomplete short right to O.Marecic [J.Babin].,3,3,2012
20120909_PHI@CLE,2,30,56,CLE,PHI,4,2,74,(:56) R.Hodges punts 49 yards to PHI 25 Center-C.Yount fair catch by D.Johnson.,3,3,2012
20120909_PHI@CLE,2,30,49,PHI,CLE,1,10,74,(:49) (Shotgun) M.Vick pass incomplete short left to L.McCoy (C.Robertson) [E.Hagg].,3,3,2012
20120909_PHI@CLE,2,30,43,PHI,CLE,2,10,74,(:43) (Shotgun) M.Vick pass short left to L.McCoy ran ob at PHI 36 for 10 yards (J.Haden).,3,3,2012
20120909_PHI@CLE,2,30,35,PHI,CLE,1,10,64,(:35) (Shotgun) M.Vick pass incomplete short right to L.McCoy.,3,3,2012
20120909_PHI@CLE,2,30,30,PHI,CLE,2,10,64,(:30) (Shotgun) M.Vick pass deep left to J.Maclin to CLV 18 for 46 yards (B.Skrine).,3,3,2012
20120909_PHI@CLE,2,30,23,PHI,CLE,1,10,18,(:23) (Shotgun) M.Vick pass deep middle to J.Maclin for 18 yards TOUCHDOWN.,3,3,2012
20120909_PHI@CLE,2,30,23,PHI,CLE,,,18,A.Henery extra point is GOOD Center-J.Dorenbos Holder-C.Henry.,3,3,2012
20120909_PHI@CLE,2,30,23,PHI,CLE,,,18,A.Henery kicks 40 yards from PHI 35 to CLV 25. E.Stephens to CLV 32 for 7 yards (C.Marsh).,10,3,2012
